new2kid,ghg,rec,flooding,totn,totp,hectares_chg
82251,16690.7728847938,0,70.1697260922031,-3.82991398719906,0.289762438516723,1.1875
82252,0,0,0,0,0,0
82253,194014.017564055,0,0,543.29790782612,111.510675305901,13.375
82254,65282.4560934197,0,0,480.740018467232,97.7642447868152,5.75
82255,0,0,0,0,0,0
82256,0,0,0,0,0,0
82257,-1757.89223787575,0,31.211892007629,51.5638995841535,10.2006252586444,1
82258,-60433.1315498186,0,1111.91677272577,2006.9482440878,334.383074223735,27.0625
82259,-12578.9600751554,0,229.216766126615,391.774010183325,65.0553903069234,5.6875
82260,-58318.158869406,0,1013.85023334656,1653.76630999306,273.016711149411,29.375
82261,0,0,0,0,0,0
82262,0,0,0,0,0,0
82263,0,0,0,0,0,0
82264,192147.119346016,0,6299.42003438998,708.792220225038,145.755530281035,33.25
82265,-26754.2308902999,0,5343.74469678198,588.280437055203,120.412072596386,28
82266,0,0,0,0,0,0
82267,-20686.7834604234,0,4.07692736453998,1041.29497193514,204.539998822926,8.8125
82268,2380.23487084534,0,32.2567870949345,1704.79375445395,369.35591713317,1.4375
82269,0,0,0,0,0,0
82270,0,0,0,0,0,0
82271,8503.72371245288,0,425.187003447596,4380.36862523151,713.013036484105,1.9375
82272,16071.6540472323,0,638.819788652229,37853.3829345037,6800.42592994164,12.9375
82273,0,0,0,0,0,0
82274,0,0,0,0,0,0
82275,0,0,0,0,0,0
82276,0,0,0,0,0,0
82277,42215.5588624144,0,147.031349099453,5183.14465480037,622.652757841157,4.75
82278,223698.717647016,0,40.419331868773,7064.71977751093,929.337253812582,17.0625
82279,370971.679052399,0,192.604767437837,39112.2293020424,5532.61432988968,34.5625
82280,0,0,0,0,0,0
82281,0,0,0,0,0,0
82282,0,0,0,0,0,0
82283,0,0,0,0,0,0
82284,0,0,0,0,0,0
82285,0,0,0,0,0,0
82286,0,0,0,0,0,0
82287,0,0,0,0,0,0
82288,0,0,0,0,0,0
82289,0,0,0,0,0,0
82290,0,0,0,0,0,0
82291,0,0,0,0,0,0
82292,0,0,0,0,0,0
82293,0,0,0,0,0,0
82294,109394.081267083,0,62.4347126578682,7.9164829119418,1.04231507950124,10.8125
82295,89002.545293412,0,50.5984525135033,15.8171618258175,3.2436952391065,10.9375
82296,0,0,0,0,0,0
82297,109902.358703365,0,3998.7402855667,72.6400831405386,10.7344987187773,19.0625
82298,0,0,0,0,0,0
82299,0,0,0,0,0,0
82300,0,0,0,0,0,0
82301,0,0,0,0,0,0
82302,0,0,0,0,0,0
82303,0,0,0,0,0,0
82304,-665.061754796388,0,54351.6406532215,-36615.7339812843,-5643.58933220835,1.0625
82305,0,0,0,0,0,0
82306,0,0,0,0,0,0
82307,0,0,0,0,0,0
82308,63438.6874160549,0,6979.98346411039,34409.9889117519,8141.06260016526,6.25
82309,853575.344539121,0,7959.08952050692,395693.18050169,91349.4264720658,59.6875
82310,1441497.70357456,0,8943.59135086034,58144.7489344712,14607.7749550136,95.25
82311,357694.837292267,0,5327.99745247399,-978.224748447593,71.7579756253228,24.3125
82312,842090.963345246,0,9385.96647999141,862.790249334822,937.792015661359,54.0625
82313,68419.6828916546,0,631.61087088594,-56.4244458581402,60.3957184425823,4
82314,522478.026177841,0,844.526069060914,-407.369285113364,436.505714588005,30.6875
82315,1062480.20602737,0,10342.8371454032,755.28201951128,1395.12264982086,90.25
82316,18436.0015714335,0,254.271198414814,55.3818642436817,31.6268948075984,1.75
82317,279775.381368954,0,950.362022001442,-213.830051588663,52.2184382251114,22.1875
82318,524106.834667951,0,441.031293169542,581.361331278624,252.58826928637,41.25
