new2kid,ghg,rec,flooding,totn,totp,hectares_chg
20549,0,0,0,0,0,0
21199,7249.98312697492,0,441.319047288393,0,0,24.18755
21200,45405.9912943319,0,629.160547530495,0,0,88.75
21849,-5226.23029977713,0,581.677371337001,0,0,31.56255
21850,-9859.85407517145,0,1210.11755775255,0,0,62.43755
21851,-1877.34677992428,0,1139.63342230103,0,0,59.25
21852,9488.51041506772,0,480.515526887688,0,0,53.56255
22499,-6956.57387610954,0,820.040937383706,0,0,47.43755
22500,0,0,0,0,0,0
22501,-646.485806782556,0,124.386334501701,0,0,6.43755
22502,-2290.65982505506,0,251.674485798958,0,0,16.68755
23150,-0.520107882437514,0,237.889372486877,0,0,15.56255
23151,-372.424380133679,0,115.94971751936,0,0,7.68755
23184,17078.6587066365,0,0,0,0,26
23185,90228.8651139423,0,0,0,0,190.56255
23809,48524.9584650165,0,21.1826147344558,0,0,78.18755
23810,27450.5361173131,0,0,0,0,36.31255
23811,10838.692182637,0,104.510631747118,0,0,16.75
23812,25449.7059745264,0,168.726555028797,0,0,58.93755
23813,14572.1346419055,0,17.1613119622508,0,0,53.375
23814,13850.2816116393,0,3.74089295620409,0,0,30
23815,28713.9401750648,0,0,0,0,45.25
23833,56793.4196001184,0,1049.35481564316,0,0,81.81255
23834,97717.4029452224,0,3734.61185727013,0,0,136.06255
23835,23591.7455993626,0,598.674838558052,0,0,224.125
23836,4600.29711295335,0,2047.86479399818,0,0,81.43755
23837,2715.15275691276,0,1020.87489577868,0,0,41.93755
24457,9333.41616037345,0,854.402534987057,0,0,79.5
24458,23738.1932128288,0,1092.83947044916,0,0,221
24459,8380.70175088923,0,1278.84156049014,0,0,73.875
24460,11563.3899066195,0,504.719546794497,0,0,114.125
24461,17.5373352850008,0,1.07375283768092,0,0,0.18755
24462,865.740811464921,0,18.0753042648845,108.253446495629,26.6836440596271,8.31255
24463,2703.74740855586,0,0,4671.14610392679,1152.09885077359,30.56255
24464,1596.05434606081,0,61.8960695396199,0,0,20.56255
24465,3533.42116138267,0,230.245350807222,0,0,50.06255
24466,4346.15558300981,0,453.542012544597,0,0,55.75
24467,24284.3747854742,0,123.920982396081,0,0,87.68755
24468,29372.9996410946,0,0,0,0,59.18755
24471,19099.8346263771,0,0,0,0,33.31255
24472,93385.8278973257,0,0,0,0,102.93755
24484,11634.7518802096,0,2579.64695040852,0,0,81.43755
24485,1363.18513442259,0,315.725194402919,0,0,15.93755
24486,580.948776240528,0,284.701547080876,0,0,13.375
24487,699.492335123783,0,225.195578262919,0,0,7.43755
25107,144.139345146831,0,196.357250640204,0,0,14.43755
25108,6.50070580177058,0,2.72152089567491,0,0,0.18755
25110,267.812717864877,0,6.92965817616726,0,0,2.56255
25111,0,0,0,0,0,0
25112,0,0,0,0,0,0
25113,0,0,0,0,0,0
25114,0,0,0,0,0,0
25115,0,0,0,0,0,0
25116,0,0,0,0,0,0
25117,628.034669472332,0,12.747870621204,0,0,12.875
25118,7114.28086818424,0,1630.90385319271,0,0,85.93755
25119,12114.3535641575,0,2187.09994302319,0,0,109.68755
25120,13037.1816130342,0,487.45885266168,0,0,105.625
25121,18000.7032997056,0,1.29069678351259,0,0,46.93755
25122,21438.2893346165,0,0,0,0,42.75
25123,52976.1147163488,0,0,0,0,119
25125,23680.699558559,0,0,49.846839686644,13.2363573850437,156.81255
25126,13180.9600863847,0,0,40.5246617216485,10.6819335021653,67.81255
25127,16948.2617878201,0,0,29.2064374587179,7.71461234182238,92.125
25133,7975.14000700198,0,1101.65623797457,0,0,42.375
25134,3914.32079769403,0,872.728874679721,0,0,25.625
25135,136.191915853371,0,63.8844974829055,0,0,2.06255
25136,0,0,0,0,0,0
25757,58.2594111937804,0,32.8392936344883,0,0,2.68755
25758,587.658765419363,0,195.255892958541,0,0,15.43755
25760,92.901349376973,0,0,0,0,1.56255
25761,0,0,0,0,0,0
25762,0,0,0,0,0,0
25763,0,0,0,0,0,0
25764,51.2577095968422,0,0,0,0,4.875
25765,0,0,0,0,0,0
25766,0,0,0,0,0,0
25767,0,0,0,0,0,0
25768,0,0,0,0,0,0
25769,0,0,0,0,0,0
25770,376.109732322549,0,0.305379655630458,0,0,2.75
25771,209.333020872078,0,0,0,0,1.31255
